timestamp,experiment,dataset,seed,hardware,tabpfn_version,checkpoint,git_commit,aggregation,chunk_size,n_estimators,arm,use_engineered_features,n_features,n_chunks,context_rows,test_rows,runtime_seconds,predict_seconds,mean_chunk_confidence,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260831_141146,feature_ablation,nsl-kdd,42,"macOS-26.6.2-arm64-arm-64bit (arm64, 8 cores)",8.5.0,tabpfn-v2-classifier.ckpt,3d9223a,weighted_vote,10000,2,baseline,False,122,3,29073,1000,922.68,922.13,0.9443454146385193,0.78,0.9417721518987342,0.6537785588752196,0.7717842323651453,0.9651197403349385,408,23,197,372,"[[408, 23], [197, 372]]"
20260831_141146,feature_ablation,nsl-kdd,42,"macOS-26.6.2-arm64-arm-64bit (arm64, 8 cores)",8.5.0,tabpfn-v2-classifier.ckpt,3d9223a,weighted_vote,10000,2,engineered,True,168,3,29073,1000,952.83,952.07,0.9427487254142761,0.761,0.9252577319587629,0.6309314586994728,0.7502612330198537,0.9616578113595309,402,29,210,359,"[[402, 29], [210, 359]]"
